"","Column","Row","RefNumber","Name.Append","Name","ID","ControlType","TopHit","Correct.Accession.number","Accession","Probe","blast2go.Seq.Description","NCBI.Accession.name","Gene","Gene.Code","Probe.Group","Modified.Probe.Group","Function","FC","Species.Detail","Species.Group","X","X.1","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CUST_304_PI426232937",79,164,2789,"FN646423.1","FN646423.1","CUST_304_PI426232937","FALSE","emb|FN646423.1|gi|306430560","FN646423.1","FN646423.1","FN646423","","protein fucoxanthin chlorophyll a c protein","light-harvesting protein","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,-0.0911639930418245,0.442584460818435,-0.20483423282677,0.84302507923146,1,-5.82868491002554
"CUST_304_PI426266615",60,42,5966,"MGID_30_119_153","MGID_30_119_153","CUST_304_PI426266615","FALSE","","MGID_30","J01207.1","MGID_30","","Spec1 (other acronym: CDC42SE1)","Spec1 (other acronym: CDC42SE1)","","cellular signaling","(revisit)","signaling","NCF","Strongylocentrotus purpuratus","echinoderm",NA,NA,0.136676921276339,1.3130496509187,0.203992666446998,0.843659978854965,1,-5.82886249779722
"CUST_15_PI426244589",49,96,7743,"222546496_EZ002686.1","222546496_EZ002686.1_1083-1574","CUST_15_PI426244589","FALSE","gi|222546496_EZ002686.1_1083-1574","EZ002686.1","EZ002686.1","EZ002686","laminin subunit gamma-1","Laminin-like protein (Lam-2)","Laminin-like protein (Lam-2)","","adhesion_celljunction","(revisit)","signaling","NCF","Acropora millepora","coral",NA,NA,-0.108024827205435,0.620805136166932,-0.203972593998288,0.843675123531768,1,-5.82886672467286
"CUST_83_PI426227498",23,94,12008,"222545588_EZ001778.1","222545588_EZ001778.1_219-500","CUST_83_PI426227498","FALSE","gi|222545588_EZ001778.1_219-500","EZ001778.1","EZ001778.1","EZ001778","protein kinase c and casein kinase substrate in neurons 2 (PACSIN2)","protein kinase C and casein kinase","protein kinase C and casein kinase","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.108458345500318,0.36753943462216,0.203290005032785,0.844190178835784,1,-5.82901022022062
"CUST_135_PI426226868",93,80,535,"222545954_EZ002144.1","222545954_EZ002144.1_54-200","CUST_135_PI426226868","FALSE","gi|222545954_EZ002144.1_54-200","EZ002144.1","EZ002144.1","EZ002144","centromere kinetochore protein zw10 homolog","Centromere/kinetochore protein zw10  homolog (ZW10)","Centromere/kinetochore protein zw10  homolog (ZW10)","","cell cycle regulation","(revisit)","cell cycle regulation","NCF","Acropora millepora","coral",NA,NA,-0.0882365510974876,0.39288936222791,-0.203271338014265,0.844204265377804,1,-5.82901413776893
"CUST_15_PI426227884",22,130,12154,"222781550_EZ010221.1","222781550_EZ010221.1_230-1609","CUST_15_PI426227884","FALSE","gi|222781550_EZ010221.1_230-1609","EZ010221.1","EZ010221.1","EZ010221","isocitrate dehydrogenase","Isocitrate dehydrogenase","Isocitrate dehydrogenase","","TCA cycle","energy production","metabolism","NCF","Acropora millepora","coral",NA,NA,-0.0882365510974876,0.39288936222791,-0.203271338014265,0.844204265377804,1,-5.82901413776893
"CUST_30_PI426227890",73,145,3864,"222549316_EZ005229.1","222549316_EZ005229.1_28-246","CUST_30_PI426227890","FALSE","gi|222549316_EZ005229.1_28-246","EZ005229.1","EZ005229.1","EZ005229","dna-directed rna polymerase i subunit rpa1","DNA-directed RNA polymerase I subunit RPA1 (Polr1a","DNA-directed RNA polymerase I subunit RPA1 (Polr1a","","transcription machinery","(revisit)","regulation of transcription","NCF","Acropora millepora","coral",NA,NA,-0.0882365510974878,0.864014059517479,-0.201803553407711,0.845312075556517,1,-5.82932106066568
"CUST_118_PI426245467",91,8,899,"222802765_EZ031153.1","222802765_EZ031153.1_183-1922","CUST_118_PI426245467","FALSE","gi|222802765_EZ031153.1_183-1922","EZ031153.1","EZ031153.1","EZ031153","calcium-binding protein p22","Calcium-binding protein p22 (Chp)","Calcium-binding protein p22 (Chp)","","calcium signaling","metal ion binding","signaling","MF","Acropora millepora","coral",NA,NA,-0.0882365510974876,0.417374371489221,-0.201790756846247,0.845321735385146,1,-5.82932372683791
"CUST_171_PI426265159",80,88,2663,"222795814_EZ024202.1","222795814_EZ024202.1_104-355","CUST_171_PI426265159","FALSE","gi|222795814_EZ024202.1_104-355","EZ024202.1","EZ024202.1","EZ024202","adenylosuccinate lyase","Adenylosuccinate lyase (ADSL)","Adenylosuccinate lyase (ADSL)","","metabolism-mixed","(revisit)","metabolism","MF","Acropora millepora","coral",NA,NA,0.123073758697101,1.17430423661173,0.201117960416352,0.845829653322937,1,-5.82946366901359
"CUST_21_PI426226903",96,109,110,"222782718_EZ011389.1","222782718_EZ011389.1_495-671","CUST_21_PI426226903","FALSE","gi|222782718_EZ011389.1_495-671","EZ011389.1","EZ011389.1","EZ011389","stress-associated endoplasmic reticulum protein 1","Stress-associated endoplasmic reticulum protein 2 (SERP2)","Stress-associated endoplasmic reticulum protein 2 (SERP2)","","chaperone_protein binding","protein binding_transport","molecular chaperone","SR","Acropora millepora","coral",NA,NA,-0.0882365510974877,0.4509994198243,-0.201044191414264,0.845885348869812,1,-5.82947898491394
"CUST_530_PI426227498",83,61,2266,"222782300_EZ010971.1","222782300_EZ010971.1_77-562","CUST_530_PI426227498","FALSE","gi|222782300_EZ010971.1_77-562","EZ010971.1","EZ010971.1","EZ010971","sorting nexin 16","Sorting nexin-16 (Snx16)","Sorting nexin-16 (Snx16)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.0882365510974877,0.426514410562989,-0.200505743239221,0.846291904986444,1,-5.82959060911815
"CUST_111_PI426266274",43,37,8838,"222791975_EZ020363.1","222791975_EZ020363.1_539-736","CUST_111_PI426266274","FALSE","gi|222791975_EZ020363.1_539-736","EZ020363.1","EZ020363.1","EZ020363","glutathione peroxidase 1","Glutathione peroxidase 1 (GPX1","Glutathione peroxidase 1 (GPX1","","reactive O2 species metabolism","oxidoreductase","oxidative stress","SR","Acropora millepora","coral",NA,NA,0.0846194575071003,0.303624857808397,0.198725591607909,0.847636361800159,1,-5.82995754038529
"CUST_179_PI426266274",80,149,2714,"222801996_EZ030384.1","222801996_EZ030384.1_2427-2558","CUST_179_PI426266274","FALSE","gi|222801996_EZ030384.1_2427-2558","EZ030384.1","EZ030384.1","EZ030384","glucose-6-phosphate dehydrogenase","Glucose-6-phosphate 1-dehydrogenase (g6pd)","Glucose-6-phosphate 1-dehydrogenase (g6pd)","","metabolism-mixed","(revisit)","metabolism","MF","Acropora millepora","coral",NA,NA,0.0846194575071003,0.303624857808397,0.198725591607909,0.847636361800159,1,-5.82995754038529
"CUST_28_PI426264527",87,114,1502,"222800437_EZ028825.1","222800437_EZ028825.1_3-341","CUST_28_PI426264527","FALSE","gi|222800437_EZ028825.1_3-341","EZ028825.1","EZ028825.1","EZ028825","cd151 antigen","CD151 antigen (CD151)","CD151 antigen (CD151)","","cell adhesion","cell motility_cell-cell interaction","signaling","MF","Acropora millepora","coral",NA,NA,-0.0962076259464258,0.431814556508088,-0.198482733157857,0.847819821841007,1,-5.8300073483985
"CUST_57_PI426246026",68,4,4673,"205321317_AB441296.1","205321317_AB441296.1_19-267","CUST_57_PI426246026","FALSE","gi|205321317_AB441296.1_19-267","AB441296.1","AB441296.1","AB441296","cytochrome b","cytochrome b","cytochrome b","","ETC","cell respiration","cellular respiration","NCF","Siderastrea sp.","coral",NA,NA,-0.0911018471704654,6.25273035085829,-0.197821998049337,0.848319004409488,1,-5.83014255416029
"CUST_113_PI426227498",86,139,1735,"222546057_EZ002247.1","222546057_EZ002247.1_142-303","CUST_113_PI426227498","FALSE","gi|222546057_EZ002247.1_142-303","EZ002247.1","EZ002247.1","EZ002247","rasal1 protein","RasGAP-activating-like protein 1 (RASAL1)","RasGAP-activating-like protein 1 (RASAL1)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.0888338290731389,0.302550463632854,0.197644685021416,0.848452976145852,1,-5.83017876171583
"CUST_1017_PI426227498",76,40,3343,"222787221_EZ015693.1","222787221_EZ015693.1_27-1498","CUST_1017_PI426227498","FALSE","gi|222787221_EZ015693.1_27-1498","EZ015693.1","EZ015693.1","EZ015693","presenilin 2 (alzheimer disease 4)","Presenilin-2 (psen2","Presenilin-2 (psen2","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.0882365510974877,0.485724301407682,-0.196971284683277,0.848961822763491,1,-5.8303159783818
"CUST_36_PI426247733",89,61,1282,"222781649_EZ010320.1","222781649_EZ010320.1_48-611","CUST_36_PI426247733","FALSE","gi|222781649_EZ010320.1_48-611","EZ010320.1","EZ010320.1","EZ010320","homeobox d4","Homeobox protein Hox-D4 (HOXD4","Homeobox protein Hox-D4 (HOXD4","","homeobox","DNA binding","regulation of transcription","NCF","Acropora millepora","coral",NA,NA,-0.0839122801287185,0.41538005921471,-0.196936099253239,0.848988412286249,1,-5.83032313527221
"CUST_105_PI426232940",95,62,216,"71372562_DQ082986.1","71372562_DQ082986.1_239-361","CUST_105_PI426232940","FALSE","gi|71372562_DQ082986.1_239-361","DQ082986.1","DQ082986.1","DQ082986","cytochrome b","cytochrome b gene (cob) mitochondrial (MT-CYB)","cytochrome b gene (cob) mitochondrial (MT-CYB)","","ETC","cell respiration","cellular respiration","NCF","Symbiodinium sp.","zooxanthellae",NA,NA,0.0476492279806209,8.14381112059154,0.19681380761119,0.849080829320473,1,-5.83034800016034
"CUST_898_PI426227498",38,119,9617,"222785316_EZ013950.1","222785316_EZ013950.1_215-577","CUST_898_PI426227498","FALSE","gi|222785316_EZ013950.1_215-577","EZ013950.1","EZ013950.1","EZ013950","c-jun-amino-terminal kinase-interacting protein 1-like","C-jun-amino-terminal kinase-interacting protein 1 (MAPK8IP1)","C-jun-amino-terminal kinase-interacting protein 1 (MAPK8IP1)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.0952466408588901,0.430259311608855,-0.196552779539657,0.849278099247354,1,-5.83040102245766
"CUST_37_PI426267032",81,53,2598,"168989246_DQ483007.1","168989246_DQ483007.1_29-1035","CUST_37_PI426267032","FALSE","gi|168989246_DQ483007.1_29-1035","DQ483007.1","DQ483007.1","DQ483007","ccaat enhancer binding protein (c ebp) gamma","CCAAT enhancer-binding protein-like mRNA","CCAAT enhancer-binding protein-like mRNA","","transcription regulation","DNA binding","regulation of transcription","ZOOX - transcription","Symbiodinium sp. clade C","zooxanthellae",NA,NA,0.0858389201113041,1.2847716729637,0.196156080091646,0.849577923545888,1,-5.83048147022899
"CUST_67_PI426226868",57,5,6558,"222801388_EZ029776.1","222801388_EZ029776.1_114-779","CUST_67_PI426226868","FALSE","gi|222801388_EZ029776.1_114-779","EZ029776.1","EZ029776.1","EZ029776","gtp-binding nuclear protein ran","GTP-binding nuclear protein Ran (ran)","GTP-binding nuclear protein Ran (ran)","","cell cycle regulation","(revisit)","cell cycle regulation","NCF","Acropora millepora","coral",NA,NA,-0.0973259507490253,0.585165193763322,-0.196030276756063,0.849673010826164,1,-5.83050694865534
"CUST_99_PI426226868",42,56,8911,"222781748_EZ010419.1","222781748_EZ010419.1_1307-1507","CUST_99_PI426226868","FALSE","gi|222781748_EZ010419.1_1307-1507","EZ010419.1","EZ010419.1","EZ010419","platelet-activating factor acetylhydrolase ib subunit alpha","Lissencephaly-1 homolog A (pafah1b1a)","Lissencephaly-1 homolog A (pafah1b1a)","","cell cycle regulation","(revisit)","cell cycle regulation","NCF","Acropora millepora","coral",NA,NA,0.123018812727086,0.77773292876968,0.195913458190933,0.849761309412683,1,-5.83053059295482
"CUST_15_PI426266615",60,5,6066,"AB106689_129_163","AB106689_129_163","CUST_15_PI426266615","FALSE","","AB106689","AB106689.1","AB106689","","Glyceraldehyde-3-Phosphate Dehydrogenase (GAPDH)","Glyceraldehyde-3-Phosphate Dehydrogenase (GAPDH)","","glycolysis","metabolism","regulation of apoptosis","MF","Symbiodinium sp.","zooxanthellae",NA,NA,-0.102582822621159,1.92953172329594,-0.195859579530897,0.849802034951364,1,-5.83054149339969
"CUST_9_PI426227881",90,64,1035,"157154655_EU022125.1","157154655_EU022125.1_97-621","CUST_9_PI426227881","FALSE","gi|157154655_EU022125.1_97-621","EU022125.1","EU022125.1","EU022125","tolloid-like 1","cnidCAP isoform 5","cnidCAP isoform 5","","symbiosis regulation","(revisit)","symbiosis regulation","MF","Montipora capitata","coral",NA,NA,-0.0962076259464258,0.35013970354185,-0.195680587947309,0.849937333705382,1,-5.83057768473438
"CUST_485_PI426227486",60,13,6062,"222800876_EZ029264.1","222800876_EZ029264.1_39-1280","CUST_485_PI426227486","FALSE","gi|222800876_EZ029264.1_39-1280","EZ029264.1","EZ029264.1","EZ029264","ectonucleoside triphosphate diphosphohydrolase 1","Ectonucleoside triphosphate diphosphohydrolase 1 (ENTPD1)","Ectonucleoside triphosphate diphosphohydrolase 1 (ENTPD1)","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,-0.0882365510974876,0.778139540692449,-0.195476215753803,0.850091824039122,1,-5.83061896789378
"CUST_172_PI426226825",76,132,3297,"222783581_EZ012244.1","222783581_EZ012244.1_373-945","CUST_172_PI426226825","FALSE","gi|222783581_EZ012244.1_373-945","EZ012244.1","EZ012244.1","EZ012244","tho complex 1","THO complex subunit 1 (THOC1)","THO complex subunit 1 (THOC1)","","apoptosis","transcription_signal transduction","regulation of apoptosis","MF","Acropora millepora","coral",NA,NA,-0.124956599379158,0.73892402648876,-0.195350279256333,0.850187026217408,1,-5.83064438579982
"CUST_71_PI426227884",47,136,8051,"222799375_EZ027763.1","222799375_EZ027763.1_175-1152","CUST_71_PI426227884","FALSE","gi|222799375_EZ027763.1_175-1152","EZ027763.1","EZ027763.1","EZ027763","isocitrate dehydrogenase 3 (nad+) gamma","Isocitrate dehydrogenase","Isocitrate dehydrogenase","","TCA cycle","energy production","metabolism","NCF","Acropora millepora","coral",NA,NA,0.108458345500319,0.41558923925332,0.194707627683339,0.850672882120758,1,-5.83077384053694
"CUST_1_PI426266366",88,13,1470,"222546520_EZ002710.1","222546520_EZ002710.1_355-702","CUST_1_PI426266366","FALSE","gi|222546520_EZ002710.1_355-702","EZ002710.1","EZ002710.1","EZ002710","atp-dependent rna helicase a","ATP-dependent RNA helicase A (DHX9","ATP-dependent RNA helicase A (DHX9","","transcription machinery","(revisit)","regulation of transcription","NCF","Acropora millepora","coral",NA,NA,0.109139296430773,0.597737415519195,0.194161183994688,0.851086056966955,1,-5.83088358330405
"CUST_692_PI426227498",57,65,6528,"222783718_EZ012378.1","222783718_EZ012378.1_105-362","CUST_692_PI426227498","FALSE","gi|222783718_EZ012378.1_105-362","EZ012378.1","EZ012378.1","EZ012378","tp53 regulating kinase","TP53-regulating kinase (TP53RK)","TP53-regulating kinase (TP53RK)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.0846194575071003,0.412434645112249,0.194126906939936,0.851111976043147,1,-5.83089045702376
"CUST_1081_PI426227498",91,158,824,"222789249_EZ017681.1","222789249_EZ017681.1_298-1108","CUST_1081_PI426227498","FALSE","gi|222789249_EZ017681.1_298-1108","EZ017681.1","EZ017681.1","EZ017681","regulator of g-protein signaling 7","Regulator of G-protein signaling 7 (Rgs7)","Regulator of G-protein signaling 7 (Rgs7)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.114181624496328,0.702266594509786,0.193825620789373,0.851339806137777,1,-5.83095082351953
"CUST_195_PI426266615",89,45,1290,"DkC(F1)_178_212","DkC(F1)_178_212","CUST_195_PI426266615","FALSE","","DkC(F1)","JK822205.1","DkC(F1)","","Ferritin","Ferritin","","immune response","(revisit)","immune response","MF","Montastraea cavernosa","coral",NA,NA,-0.0896667955602104,0.331853826780773,-0.192965576069229,0.851990247091505,1,-5.83112263394214
"CUST_29_PI426266349",86,107,1751,"222545986_EZ002176.1","222545986_EZ002176.1_158-409","CUST_29_PI426266349","FALSE","gi|222545986_EZ002176.1_158-409","EZ002176.1","EZ002176.1","EZ002176","ubiquitin specific peptidase 2","Ubiquitin carboxyl-terminal hydrolase 2 (Usp2)","Ubiquitin carboxyl-terminal hydrolase 2 (Usp2)","","protein deubiquitination","cell cycle","signaling","MF","Acropora millepora","coral",NA,NA,0.0601924976830588,0.207214626589627,0.192934363464309,0.852013855076581,1,-5.83112885504104
"CUST_42_PI426266363",64,83,5371,"222784240_EZ012898.1","222784240_EZ012898.1_174-689","CUST_42_PI426266363","FALSE","gi|222784240_EZ012898.1_174-689","EZ012898.1","EZ012898.1","EZ012898","armadillo repeat containing 1","Armadillo repeat-containing protein 1 (Armc1","Armadillo repeat-containing protein 1 (Armc1","","ion channel_transport","metal ion binding","ion transport","NCF","Acropora millepora","coral",NA,NA,-0.0896667955602104,0.271659702346536,-0.192632854604355,0.85224191273263,1,-5.8311888986053
"CUST_320_PI426266615",84,117,2074,"MGID_379_167_201","MGID_379_167_201","CUST_320_PI426266615","FALSE","","MGID_379","K03281.1","MGID_379","","Beta tubulin 2 (TUBB, TUB2) mRNA; plant","Beta tubulin 2 (TUBB, TUB2) mRNA; plant","","cytoskeletal","cell motility_cytokinesis_signaling","cytoskeletal organization","MF","Chlamydomonas reinhardtii","algae",NA,NA,0.0444399382528591,8.22372088354246,0.191670750012666,0.852969736526673,1,-5.8313798741769
"CUST_1409_PI426227498",84,133,2066,"222801338_EZ029726.1","222801338_EZ029726.1_420-878","CUST_1409_PI426227498","FALSE","gi|222801338_EZ029726.1_420-878","EZ029726.1","EZ029726.1","EZ029726","nima (never in mitosis gene a)-related kinase 2","Serine/threonine-protein kinase Nek2","Serine/threonine-protein kinase Nek2","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.0689150412775261,0.27393010270763,-0.191534880582011,0.85307253275784,1,-5.83140676769054
"CUST_952_PI426227498",86,32,1707,"222785786_EZ014268.1","222785786_EZ014268.1_218-355","CUST_952_PI426227498","FALSE","gi|222785786_EZ014268.1_218-355","EZ014268.1","EZ014268.1","EZ014268","tnf receptor-associated factor 6","TNF receptor-associated factor 6 (TRAF6)","TNF receptor-associated factor 6 (TRAF6)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.107403475757579,0.549912229244111,0.190880736240548,0.853567488027115,1,-5.83153598250699
"CUST_919_PI426227498",29,81,11112,"222785568_EZ014080.1","222785568_EZ014080.1_39-815","CUST_919_PI426227498","FALSE","gi|222785568_EZ014080.1_39-815","EZ014080.1","EZ014080.1","EZ014080","protein phosphatase 4 regulatory subunit 2-related isoform a","Serine/threonine-protein phosphatase 4 regulatory subunit 2 (PPP4R2r","Serine/threonine-protein phosphatase 4 regulatory subunit 2 (PPP4R2r","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.0982473670483904,0.473309581901393,-0.189444976098432,0.854654092694533,1,-5.83181805771576
"CUST_209_PI426266615",79,41,2932,"DQ309536_113_147","DQ309536_113_147","CUST_209_PI426266615","FALSE","","DQ309536","DQ309536.1","DQ309536","","ATP synthase, H+ transporting, mitochondrial F0, subunit D complex-like (ATP5H)","ATP synthase, H+ transporting, mitochondrial F0, subunit D complex-like (ATP5H)","","ETC","ion transport","cellular respiration","NCF","Anthopleura elegantissima","anemone",NA,NA,0.109774780704534,0.627751947532911,0.188860128791548,0.855096809300934,1,-5.83193235486191
"CUST_1399_PI426227498",68,110,4620,"222801268_EZ029656.1","222801268_EZ029656.1_145-1299","CUST_1399_PI426227498","FALSE","gi|222801268_EZ029656.1_145-1299","EZ029656.1","EZ029656.1","EZ029656","g protein-coupled receptor 143","G-protein coupled receptor 143 (GPR143)","G-protein coupled receptor 143 (GPR143)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.0846194575071003,0.453459364148278,0.188562226399054,0.855322336047991,1,-5.83199043965653
"CUST_162_PI426264540",85,157,1890,"222784599_EZ013245.1","222784599_EZ013245.1_773-1111","CUST_162_PI426264540","FALSE","gi|222784599_EZ013245.1_773-1111","EZ013245.1","EZ013245.1","EZ013245","zinc fyve domain containing 28","Zinc finger FYVE domain-containing protein 28 (ZFYVE28","Zinc finger FYVE domain-containing protein 28 (ZFYVE28","","cell adhesion","metal ion binding","cell motility","MF","Acropora millepora","coral",NA,NA,-0.0982473670483905,0.412009825605312,-0.188391931456023,0.855451264090186,1,-5.83202360286279
"CUST_63_PI426226915",63,25,5564,"222545996_EZ002186.1","222545996_EZ002186.1_36-281","CUST_63_PI426226915","FALSE","gi|222545996_EZ002186.1_36-281","EZ002186.1","EZ002186.1","EZ002186","kinesin motor domain containing protein","Kinesin-like protein KIF1B (KIF1B)","Kinesin-like protein KIF1B (KIF1B)","","cytoskeletal","cilium_flagella transport","cytoskeletal organization","MF","Acropora millepora","coral",NA,NA,0.137915268607959,1.23370772487435,0.188337025036211,0.85549283400446,1,-5.83203428900464
"CUST_89_PI426227498",41,144,9031,"222545588_EZ001778.1","222545588_EZ001778.1_676-816","CUST_89_PI426227498","FALSE","gi|222545588_EZ001778.1_676-816","EZ001778.1","EZ001778.1","EZ001778","protein kinase c and casein kinase substrate in neurons 2 (PACSIN2)","protein kinase C and casein kinase","protein kinase C and casein kinase","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.0781074695701487,0.364135402812625,0.187995983742542,0.85575104883224,1,-5.83210059497292
"CUST_1459_PI426227498",75,113,3552,"222802720_EZ031108.1","222802720_EZ031108.1_90-486","CUST_1459_PI426227498","FALSE","gi|222802720_EZ031108.1_90-486","EZ031108.1","EZ031108.1","EZ031108","gaba receptor-associated protein","Gamma-aminobutyric acid receptor-associated protein (Gabarap)","Gamma-aminobutyric acid receptor-associated protein (Gabarap)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.0514851159110385,4.5953499833329,0.186304622010775,0.857031915229461,1,-5.83242767464067
"CUST_96_PI426266349",79,161,2872,"222783542_EZ012205.1","222783542_EZ012205.1_103-459","CUST_96_PI426266349","FALSE","gi|222783542_EZ012205.1_103-459","EZ012205.1","EZ012205.1","EZ012205","e3 ubiquitin-protein ligase rnf25","RING finger Protein 25 (RNF25)","RING finger Protein 25 (RNF25)","","protein ubiquitination","zinc ion binding_immune response","regulation of transcription","NCF","Acropora millepora","coral",NA,NA,0.0949066317796612,0.701397533660101,0.186237827339258,0.857082508109727,1,-5.83244053147741
